6500.0 500.0 0.0 0.0 0.0 0.25 0.0	7000.0 500.0 0.0 0.0 0.0 0.25 0.0	6500.0 1000.0 0.0 0.0 0.0 0.25 0.0	7000.0 1000.0 0.0 0.0 0.0 0.25 0.0  1
4500.0 500.0 0.0 0.0 0.0 0.25 0.0	5000.0 500.0 0.0 0.0 0.0 0.25 0.0	4500.0 1000.0 0.0 0.0 0.0 0.25 0.0	5000.0 1000.0 0.0 0.0 0.0 0.25 0.0  1
3500.0 500.0 0.0 0.0 0.0 0.25 0.0	4000.0 500.0 0.0 0.0 0.0 0.25 0.0	3500.0 1000.0 0.0 0.0 0.0 0.25 0.0	4000.0 1000.0 0.0 0.0 0.0 0.25 0.0  1
4000.0 500.0 0.0 0.0 0.0 0.25 0.0	4500.0 500.0 0.0 0.0 0.0 0.25 0.0	4000.0 1000.0 0.0 0.0 0.0 0.25 0.0	4500.0 1000.0 0.0 0.0 0.0 0.25 0.0  1
-604.0 2036.0 40.6 0.0 0.0 0.25 0.0	-484.0 2036.0 40.6 0.0 0.0 0.25 0.0	-604.0 2060.0 40.6 0.0 0.0 0.25 0.0	-484.0 2060.0 40.6 0.0 0.0 0.25 0.0  1
4000.0 1500.0 0.0 0.0 0.0 0.25 0.0	4500.0 1500.0 0.0 0.0 0.0 0.25 0.0	4000.0 2000.0 0.0 0.0 0.0 0.25 0.0	4500.0 2000.0 0.0 0.0 0.0 0.25 0.0  1
-10000.0 1500.0 0.0 0.0 0.0 0.25 0.0	-9500.0 1500.0 0.0 0.0 0.0 0.25 0.0	-10000.0 2000.0 0.0 0.0 0.0 0.25 0.0	-9500.0 2000.0 0.0 0.0 0.0 0.25 0.0  1
2776.0 -2336.0 0.0 0.0 0.0 0.25 0.0	2856.0 -2336.0 0.0 0.0 0.0 0.25 0.0	2776.0 -2192.0 0.0 0.0 0.0 0.25 0.0	2856.0 -2192.0 0.0 0.0 0.0 0.25 0.0  1
-7000.0 1500.0 0.0 0.0 0.0 0.25 0.0	-6500.0 1500.0 0.0 0.0 0.0 0.25 0.0	-7000.0 2000.0 0.0 0.0 0.0 0.25 0.0	-6500.0 2000.0 0.0 0.0 0.0 0.25 0.0  1
-5500.0 500.0 0.0 0.0 0.0 0.25 0.0	-5000.0 500.0 0.0 0.0 0.0 0.25 0.0	-5500.0 1000.0 0.0 0.0 0.0 0.25 0.0	-5000.0 1000.0 0.0 0.0 0.0 0.25 0.0  1
-4000.0 500.0 0.0 0.0 0.0 0.25 0.0	-3500.0 500.0 0.0 0.0 0.0 0.25 0.0	-4000.0 1000.0 0.0 0.0 0.0 0.25 0.0	-3500.0 1000.0 0.0 0.0 0.0 0.25 0.0  1
1280.0 480.0 0.0 0.0 0.0 0.25 0.0	1472.0 480.0 0.0 0.0 0.0 0.25 0.0	1280.0 640.0 0.0 0.0 0.0 0.25 0.0	1472.0 640.0 0.0 0.0 0.0 0.25 0.0  1
-6000.0 500.0 0.0 0.0 0.0 0.25 0.0	-5500.0 500.0 0.0 0.0 0.0 0.25 0.0	-6000.0 1000.0 0.0 0.0 0.0 0.25 0.0	-5500.0 1000.0 0.0 0.0 0.0 0.25 0.0  1
-10500.0 -2500.0 0.0 0.0 0.0 0.25 0.0	-10000.0 -2500.0 0.0 0.0 0.0 0.25 0.0	-10500.0 -2000.0 0.0 0.0 0.0 0.25 0.0	-10000.0 -2000.0 0.0 0.0 0.0 0.25 0.0  1
-8500.0 500.0 0.0 0.0 0.0 0.25 0.0	-8000.0 500.0 0.0 0.0 0.0 0.25 0.0	-8500.0 1000.0 0.0 0.0 0.0 0.25 0.0	-8000.0 1000.0 0.0 0.0 0.0 0.25 0.0  1
-7000.0 500.0 0.0 0.0 0.0 0.25 0.0	-6500.0 500.0 0.0 0.0 0.0 0.25 0.0	-7000.0 1000.0 0.0 0.0 0.0 0.25 0.0	-6500.0 1000.0 0.0 0.0 0.0 0.25 0.0  1
-8000.0 500.0 0.0 0.0 0.0 0.25 0.0	-7500.0 500.0 0.0 0.0 0.0 0.25 0.0	-8000.0 1000.0 0.0 0.0 0.0 0.25 0.0	-7500.0 1000.0 0.0 0.0 0.0 0.25 0.0  1
2922.0 752.0 0.0 0.0 0.0 0.25 0.0	3000.0 752.0 0.0 0.0 0.0 0.25 0.0	2922.0 2888.0 0.0 0.0 0.0 0.25 0.0	3000.0 2888.0 0.0 0.0 0.0 0.25 0.0  1
-4500.0 -2500.0 0.0 0.0 0.0 0.25 0.0	-4000.0 -2500.0 0.0 0.0 0.0 0.25 0.0	-4500.0 -2000.0 0.0 0.0 0.0 0.25 0.0	-4000.0 -2000.0 0.0 0.0 0.0 0.25 0.0  1
-2704.0 1360.0 0.0 0.0 0.0 0.25 0.0	-2240.0 1360.0 0.0 0.0 0.0 0.25 0.0	-2704.0 2224.0 0.0 0.0 0.0 0.25 0.0	-2240.0 2224.0 0.0 0.0 0.0 0.25 0.0  1
-2240.0 1432.0 0.0 0.0 0.0 0.25 0.0	-2000.0 1432.0 0.0 0.0 0.0 0.25 0.0	-2240.0 2224.0 0.0 0.0 0.0 0.25 0.0	-2000.0 2224.0 0.0 0.0 0.0 0.25 0.0  1
-550.0 2004.0 40.6 0.0 0.0 0.25 0.0	-494.0 2004.0 40.6 0.0 0.0 0.25 0.0	-550.0 2036.0 40.6 0.0 0.0 0.25 0.0	-494.0 2036.0 40.6 0.0 0.0 0.25 0.0  1
-976.0 2016.0 40.6 0.0 0.0 0.25 0.0	-848.0 2016.0 40.6 0.0 0.0 0.25 0.0	-976.0 2144.0 40.6 0.0 0.0 0.25 0.0	-848.0 2144.0 40.6 0.0 0.0 0.25 0.0  1
-848.0 2044.0 40.6 0.0 0.0 0.25 0.0	-816.0 2044.0 40.6 0.0 0.0 0.25 0.0	-848.0 2144.0 40.6 0.0 0.0 0.25 0.0	-816.0 2144.0 40.6 0.0 0.0 0.25 0.0  1
-2000.0 2016.0 0.0 0.0 0.0 0.25 0.0	-1836.0 2016.0 0.0 0.0 0.0 0.25 0.0	-2000.0 2176.0 0.0 0.0 0.0 0.25 0.0	-1836.0 2176.0 0.0 0.0 0.0 0.25 0.0  1
-816.0 2060.0 40.6 0.0 0.0 0.25 0.0	-496.0 2060.0 40.6 0.0 0.0 0.25 0.0	-816.0 2144.0 40.6 0.0 0.0 0.25 0.0	-496.0 2144.0 40.6 0.0 0.0 0.25 0.0  1
-1400.0 2074.0 40.6 0.0 0.0 0.25 0.0	-1328.0 2074.0 40.6 0.0 0.0 0.25 0.0	-1400.0 2150.0 40.6 0.0 0.0 0.25 0.0	-1328.0 2150.0 40.6 0.0 0.0 0.25 0.0  1
-1328.0 2082.0 40.6 0.0 0.0 0.25 0.0	-1200.0 2082.0 40.6 0.0 0.0 0.25 0.0	-1328.0 2210.0 40.6 0.0 0.0 0.25 0.0	-1200.0 2210.0 40.6 0.0 0.0 0.25 0.0  1
-1200.0 2114.0 40.6 0.0 0.0 0.25 0.0	-1072.0 2114.0 40.6 0.0 0.0 0.25 0.0	-1200.0 2242.0 40.6 0.0 0.0 0.25 0.0	-1072.0 2242.0 40.6 0.0 0.0 0.25 0.0  1
-2000.0 2176.0 0.0 0.0 0.0 0.25 0.0	-1920.0 2176.0 0.0 0.0 0.0 0.25 0.0	-2000.0 2224.0 0.0 0.0 0.0 0.25 0.0	-1920.0 2224.0 0.0 0.0 0.0 0.25 0.0  1
-864.0 2144.0 40.5999 0.0 0.0 0.25 0.0	-448.0 2144.0 40.5999 0.0 0.0 0.25 0.0	-864.0 2272.0 40.5999 0.0 0.0 0.25 0.0	-448.0 2272.0 40.5999 0.0 0.0 0.25 0.0  1
-1072.0 2152.0 40.6 0.0 0.0 0.25 0.0	-1024.0 2152.0 40.6 0.0 0.0 0.25 0.0	-1072.0 2264.0 40.6 0.0 0.0 0.25 0.0	-1024.0 2264.0 40.6 0.0 0.0 0.25 0.0  1
-1024.0 2144.0 40.6 0.0 0.0 0.25 0.0	-864.0 2144.0 40.6 0.0 0.0 0.25 0.0	-1024.0 2304.0 40.6 0.0 0.0 0.25 0.0	-864.0 2304.0 40.6 0.0 0.0 0.25 0.0  1
-2660.0 2224.0 0.0 0.0 0.0 0.25 0.0	-2520.0 2224.0 0.0 0.0 0.0 0.25 0.0	-2660.0 2264.0 0.0 0.0 0.0 0.25 0.0	-2520.0 2264.0 0.0 0.0 0.0 0.25 0.0  1
-6000.0 2000.0 0.0 0.0 0.0 0.25 0.0	-5500.0 2000.0 0.0 0.0 0.0 0.25 0.0	-6000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-5500.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
4000.0 2000.0 0.0 0.0 0.0 0.25 0.0	4500.0 2000.0 0.0 0.0 0.0 0.25 0.0	4000.0 2500.0 0.0 0.0 0.0 0.25 0.0	4500.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
-8000.0 2000.0 0.0 0.0 0.0 0.25 0.0	-7500.0 2000.0 0.0 0.0 0.0 0.25 0.0	-8000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-7500.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
-6500.0 2000.0 0.0 0.0 0.0 0.25 0.0	-6000.0 2000.0 0.0 0.0 0.0 0.25 0.0	-6500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-6000.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
4500.0 2000.0 0.0 0.0 0.0 0.25 0.0	5000.0 2000.0 0.0 0.0 0.0 0.25 0.0	4500.0 2500.0 0.0 0.0 0.0 0.25 0.0	5000.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
-5500.0 2000.0 0.0 0.0 0.0 0.25 0.0	-5000.0 2000.0 0.0 0.0 0.0 0.25 0.0	-5500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-5000.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
6000.0 2000.0 0.0 0.0 0.0 0.25 0.0	6500.0 2000.0 0.0 0.0 0.0 0.25 0.0	6000.0 2500.0 0.0 0.0 0.0 0.25 0.0	6500.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
-10000.0 2000.0 0.0 0.0 0.0 0.25 0.0	-9500.0 2000.0 0.0 0.0 0.0 0.25 0.0	-10000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-9500.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
-5000.0 2000.0 0.0 0.0 0.0 0.25 0.0	-4500.0 2000.0 0.0 0.0 0.0 0.25 0.0	-5000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-4500.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
-3500.0 2000.0 0.0 0.0 0.0 0.25 0.0	-3000.0 2000.0 0.0 0.0 0.0 0.25 0.0	-3500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-3000.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
-8500.0 2000.0 0.0 0.0 0.0 0.25 0.0	-8000.0 2000.0 0.0 0.0 0.0 0.25 0.0	-8500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-8000.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
-4000.0 2000.0 0.0 0.0 0.0 0.25 0.0	-3500.0 2000.0 0.0 0.0 0.0 0.25 0.0	-4000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-3500.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
5500.0 2000.0 0.0 0.0 0.0 0.25 0.0	6000.0 2000.0 0.0 0.0 0.0 0.25 0.0	5500.0 2500.0 0.0 0.0 0.0 0.25 0.0	6000.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
3500.0 2000.0 0.0 0.0 0.0 0.25 0.0	4000.0 2000.0 0.0 0.0 0.0 0.25 0.0	3500.0 2500.0 0.0 0.0 0.0 0.25 0.0	4000.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
88.0 544.0 0.0 0.0 0.0 0.25 0.0	120.0 544.0 0.0 0.0 0.0 0.25 0.0	88.0 572.0 0.0 0.0 0.0 0.25 0.0	120.0 572.0 0.0 0.0 0.0 0.25 0.0  1
-7500.0 2000.0 0.0 0.0 0.0 0.25 0.0	-7000.0 2000.0 0.0 0.0 0.0 0.25 0.0	-7500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-7000.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
7000.0 2000.0 0.0 0.0 0.0 0.25 0.0	7500.0 2000.0 0.0 0.0 0.0 0.25 0.0	7000.0 2500.0 0.0 0.0 0.0 0.25 0.0	7500.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
6500.0 2000.0 0.0 0.0 0.0 0.25 0.0	7000.0 2000.0 0.0 0.0 0.0 0.25 0.0	6500.0 2500.0 0.0 0.0 0.0 0.25 0.0	7000.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
-4500.0 2000.0 0.0 0.0 0.0 0.25 0.0	-4000.0 2000.0 0.0 0.0 0.0 0.25 0.0	-4500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-4000.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
-9500.0 2000.0 0.0 0.0 0.0 0.25 0.0	-9000.0 2000.0 0.0 0.0 0.0 0.25 0.0	-9500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-9000.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
5000.0 2000.0 0.0 0.0 0.0 0.25 0.0	5500.0 2000.0 0.0 0.0 0.0 0.25 0.0	5000.0 2500.0 0.0 0.0 0.0 0.25 0.0	5500.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
2160.0 512.0 0.0 0.0 0.0 0.25 0.0	2432.0 512.0 0.0 0.0 0.0 0.25 0.0	2160.0 576.0 0.0 0.0 0.0 0.25 0.0	2432.0 576.0 0.0 0.0 0.0 0.25 0.0  1
-9000.0 2000.0 0.0 0.0 0.0 0.25 0.0	-8500.0 2000.0 0.0 0.0 0.0 0.25 0.0	-9000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-8500.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
-11000.0 2000.0 0.0 0.0 0.0 0.25 0.0	-10500.0 2000.0 0.0 0.0 0.0 0.25 0.0	-11000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-10500.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
-7000.0 2000.0 0.0 0.0 0.0 0.25 0.0	-6500.0 2000.0 0.0 0.0 0.0 0.25 0.0	-7000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-6500.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
3000.0 2000.0 0.0 0.0 0.0 0.25 0.0	3500.0 2000.0 0.0 0.0 0.0 0.25 0.0	3000.0 2500.0 0.0 0.0 0.0 0.25 0.0	3500.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
-10500.0 2000.0 0.0 0.0 0.0 0.25 0.0	-10000.0 2000.0 0.0 0.0 0.0 0.25 0.0	-10500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-10000.0 2500.0 0.0 0.0 0.0 0.25 0.0  1
-2294.0 2224.0 0.0 0.0 0.0 0.25 0.0	-2208.0 2224.0 0.0 0.0 0.0 0.25 0.0	-2294.0 2312.0 0.0 0.0 0.0 0.25 0.0	-2208.0 2312.0 0.0 0.0 0.0 0.25 0.0  1
-700.0 2272.0 40.6 0.0 0.0 0.25 0.0	-484.0 2272.0 40.6 0.0 0.0 0.25 0.0	-700.0 2320.0 40.6 0.0 0.0 0.25 0.0	-484.0 2320.0 40.6 0.0 0.0 0.25 0.0  1
-2434.0 2224.0 0.0 0.0 0.0 0.25 0.0	-2294.0 2224.0 0.0 0.0 0.0 0.25 0.0	-2434.0 2340.0 0.0 0.0 0.0 0.25 0.0	-2294.0 2340.0 0.0 0.0 0.0 0.25 0.0  1
-2208.0 2224.0 0.0 0.0 0.0 0.25 0.0	-2000.0 2224.0 0.0 0.0 0.0 0.25 0.0	-2208.0 2432.0 0.0 0.0 0.0 0.25 0.0	-2000.0 2432.0 0.0 0.0 0.0 0.25 0.0  1
-608.0 2320.0 40.6 0.0 0.0 0.25 0.0	-528.0 2320.0 40.6 0.0 0.0 0.25 0.0	-608.0 2352.0 40.6 0.0 0.0 0.25 0.0	-528.0 2352.0 40.6 0.0 0.0 0.25 0.0  1
-1040.0 2304.0 40.6 0.0 0.0 0.25 0.0	-864.0 2304.0 40.6 0.0 0.0 0.25 0.0	-1040.0 2416.0 40.6 0.0 0.0 0.25 0.0	-864.0 2416.0 40.6 0.0 0.0 0.25 0.0  1
2564.0 2370.0 16.4 0.0 0.0 0.25 0.0	2604.0 2370.0 16.4 0.0 0.0 0.25 0.0	2564.0 2398.0 16.4 0.0 0.0 0.25 0.0	2604.0 2398.0 16.4 0.0 0.0 0.25 0.0  1
-2312.0 2344.0 0.0 0.0 0.0 0.25 0.0	-2208.0 2344.0 0.0 0.0 0.0 0.25 0.0	-2312.0 2448.0 0.0 0.0 0.0 0.25 0.0	-2208.0 2448.0 0.0 0.0 0.0 0.25 0.0  1
-1088.0 2416.0 40.6 0.0 0.0 0.25 0.0	-832.0 2416.0 40.6 0.0 0.0 0.25 0.0	-1088.0 2544.0 40.6 0.0 0.0 0.25 0.0	-832.0 2544.0 40.6 0.0 0.0 0.25 0.0  1
-2208.0 2432.0 0.0 0.0 0.0 0.25 0.0	-2000.0 2432.0 0.0 0.0 0.0 0.25 0.0	-2208.0 2576.0 0.0 0.0 0.0 0.25 0.0	-2000.0 2576.0 0.0 0.0 0.0 0.25 0.0  1
-2352.0 2448.0 0.0 0.0 0.0 0.25 0.0	-2208.0 2448.0 0.0 0.0 0.0 0.25 0.0	-2352.0 2576.0 0.0 0.0 0.0 0.25 0.0	-2208.0 2576.0 0.0 0.0 0.0 0.25 0.0  1
-1040.0 2544.0 40.6 0.0 0.0 0.25 0.0	-832.0 2544.0 40.6 0.0 0.0 0.25 0.0	-1040.0 2760.0 40.6 0.0 0.0 0.25 0.0	-832.0 2760.0 40.6 0.0 0.0 0.25 0.0  1
-1088.0 2544.0 40.6 0.0 0.0 0.25 0.0	-1040.0 2544.0 40.6 0.0 0.0 0.25 0.0	-1088.0 2800.0 40.6 0.0 0.0 0.25 0.0	-1040.0 2800.0 40.6 0.0 0.0 0.25 0.0  1
-1248.0 2536.0 40.6 0.0 0.0 0.25 0.0	-1088.0 2536.0 40.6 0.0 0.0 0.25 0.0	-1248.0 2824.0 40.6 0.0 0.0 0.25 0.0	-1088.0 2824.0 40.6 0.0 0.0 0.25 0.0  1
-6000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-5500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-6000.0 3000.0 0.0 0.0 0.0 0.25 0.0	-5500.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
-5000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-4500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-5000.0 3000.0 0.0 0.0 0.0 0.25 0.0	-4500.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
4500.0 2500.0 0.0 0.0 0.0 0.25 0.0	5000.0 2500.0 0.0 0.0 0.0 0.25 0.0	4500.0 3000.0 0.0 0.0 0.0 0.25 0.0	5000.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
5500.0 2500.0 0.0 0.0 0.0 0.25 0.0	6000.0 2500.0 0.0 0.0 0.0 0.25 0.0	5500.0 3000.0 0.0 0.0 0.0 0.25 0.0	6000.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
-7000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-6500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-7000.0 3000.0 0.0 0.0 0.0 0.25 0.0	-6500.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
3000.0 2500.0 0.0 0.0 0.0 0.25 0.0	3500.0 2500.0 0.0 0.0 0.0 0.25 0.0	3000.0 3000.0 0.0 0.0 0.0 0.25 0.0	3500.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
-6500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-6000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-6500.0 3000.0 0.0 0.0 0.0 0.25 0.0	-6000.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
4000.0 2500.0 0.0 0.0 0.0 0.25 0.0	4500.0 2500.0 0.0 0.0 0.0 0.25 0.0	4000.0 3000.0 0.0 0.0 0.0 0.25 0.0	4500.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
-5500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-5000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-5500.0 3000.0 0.0 0.0 0.0 0.25 0.0	-5000.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
1472.0 432.0 0.0 0.0 0.0 0.25 0.0	1616.0 432.0 0.0 0.0 0.0 0.25 0.0	1472.0 640.0 0.0 0.0 0.0 0.25 0.0	1616.0 640.0 0.0 0.0 0.0 0.25 0.0  1
-9000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-8500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-9000.0 3000.0 0.0 0.0 0.0 0.25 0.0	-8500.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
1616.0 416.0 0.0 0.0 0.0 0.25 0.0	1824.0 416.0 0.0 0.0 0.0 0.25 0.0	1616.0 608.0 0.0 0.0 0.0 0.25 0.0	1824.0 608.0 0.0 0.0 0.0 0.25 0.0  1
-9500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-9000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-9500.0 3000.0 0.0 0.0 0.0 0.25 0.0	-9000.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
-8500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-8000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-8500.0 3000.0 0.0 0.0 0.0 0.25 0.0	-8000.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
-4500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-4000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-4500.0 3000.0 0.0 0.0 0.0 0.25 0.0	-4000.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
6500.0 2500.0 0.0 0.0 0.0 0.25 0.0	7000.0 2500.0 0.0 0.0 0.0 0.25 0.0	6500.0 3000.0 0.0 0.0 0.0 0.25 0.0	7000.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
-3500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-3000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-3500.0 3000.0 0.0 0.0 0.0 0.25 0.0	-3000.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
7000.0 2500.0 0.0 0.0 0.0 0.25 0.0	7500.0 2500.0 0.0 0.0 0.0 0.25 0.0	7000.0 3000.0 0.0 0.0 0.0 0.25 0.0	7500.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
6000.0 2500.0 0.0 0.0 0.0 0.25 0.0	6500.0 2500.0 0.0 0.0 0.0 0.25 0.0	6000.0 3000.0 0.0 0.0 0.0 0.25 0.0	6500.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
-10000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-9500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-10000.0 3000.0 0.0 0.0 0.0 0.25 0.0	-9500.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
-4000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-3500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-4000.0 3000.0 0.0 0.0 0.0 0.25 0.0	-3500.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
-7500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-7000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-7500.0 3000.0 0.0 0.0 0.0 0.25 0.0	-7000.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
-11000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-10500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-11000.0 3000.0 0.0 0.0 0.0 0.25 0.0	-10500.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
5000.0 2500.0 0.0 0.0 0.0 0.25 0.0	5500.0 2500.0 0.0 0.0 0.0 0.25 0.0	5000.0 3000.0 0.0 0.0 0.0 0.25 0.0	5500.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
-10500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-10000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-10500.0 3000.0 0.0 0.0 0.0 0.25 0.0	-10000.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
-8000.0 2500.0 0.0 0.0 0.0 0.25 0.0	-7500.0 2500.0 0.0 0.0 0.0 0.25 0.0	-8000.0 3000.0 0.0 0.0 0.0 0.25 0.0	-7500.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
3500.0 2500.0 0.0 0.0 0.0 0.25 0.0	4000.0 2500.0 0.0 0.0 0.0 0.25 0.0	3500.0 3000.0 0.0 0.0 0.0 0.25 0.0	4000.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
1744.0 2780.0 8.47296 0.0 0.0 0.25 0.0	1792.0 2780.0 8.47296 0.0 0.0 0.25 0.0	1744.0 2868.0 8.47296 0.0 0.0 0.25 0.0	1792.0 2868.0 8.47296 0.0 0.0 0.25 0.0  1
250.0 2808.0 0.0 0.0 0.0 0.25 0.0	818.0 2808.0 0.0 0.0 0.0 0.25 0.0	250.0 2888.0 0.0 0.0 0.0 0.25 0.0	818.0 2888.0 0.0 0.0 0.0 0.25 0.0  1
-2832.0 2888.0 0.0 0.0 0.0 0.25 0.0	3000.0 2888.0 0.0 0.0 0.0 0.25 0.0	-2832.0 3000.0 0.0 0.0 0.0 0.25 0.0	3000.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
-3000.0 2942.0 0.0 0.0 0.0 0.25 0.0	-2832.0 2942.0 0.0 0.0 0.0 0.25 0.0	-3000.0 3000.0 0.0 0.0 0.0 0.25 0.0	-2832.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
6500.0 3000.0 0.0 0.0 0.0 0.25 0.0	7000.0 3000.0 0.0 0.0 0.0 0.25 0.0	6500.0 3500.0 0.0 0.0 0.0 0.25 0.0	7000.0 3500.0 0.0 0.0 0.0 0.25 0.0  1
-1000.0 3000.0 0.0 0.0 0.0 0.25 0.0	-500.0 3000.0 0.0 0.0 0.0 0.25 0.0	-1000.0 3500.0 0.0 0.0 0.0 0.25 0.0	-500.0 3500.0 0.0 0.0 0.0 0.25 0.0  1
-8000.0 3000.0 0.0 0.0 0.0 0.25 0.0	-7500.0 3000.0 0.0 0.0 0.0 0.25 0.0	-8000.0 3500.0 0.0 0.0 0.0 0.25 0.0	-7500.0 3500.0 0.0 0.0 0.0 0.25 0.0  1
-7500.0 3000.0 0.0 0.0 0.0 0.25 0.0	-7000.0 3000.0 0.0 0.0 0.0 0.25 0.0	-7500.0 3500.0 0.0 0.0 0.0 0.25 0.0	-7000.0 3500.0 0.0 0.0 0.0 0.25 0.0  1
-11000.0 3000.0 0.0 0.0 0.0 0.25 0.0	-10500.0 3000.0 0.0 0.0 0.0 0.25 0.0	-11000.0 3500.0 0.0 0.0 0.0 0.25 0.0	-10500.0 3500.0 0.0 0.0 0.0 0.25 0.0  1
-4000.0 3000.0 0.0 0.0 0.0 0.25 0.0	-3500.0 3000.0 0.0 0.0 0.0 0.25 0.0	-4000.0 3500.0 0.0 0.0 0.0 0.25 0.0	-3500.0 3500.0 0.0 0.0 0.0 0.25 0.0  1
